G4_network_standard,记录数,_id,attraction_title,back_Camera,body_color,comment_sum,forward_Camera,good_birth,good_card_support,good_name,good_weight,good_width,goods_detail12,goods_href,id,mobile_memory,手机品牌,mobile_name,moblie_system,network_standard,paras,phone_shop,photo_feature,power_size,previous_price,run_memory
无,1,5be6745d0d8c,京东配送 触屏老人机 3000毫安大电池 收音机外放 一键拨号,无,无,3900,无,无,无,长虹（CHANGHONG） GA588悍马 移动/联通2G  老人手机 咖啡+金色,310.00g,8,"商品毛重：310.00g,货号：GA588,老人机配置：键盘,机身厚度：普通（8.5mm以上）,机身内存：支持内存卡,电池容量：3000mAh-3999mAh,",/detail/1389709134,1389709134,支持内存卡,长虹,长虹（CHANGHONG）,无,无,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：功能机,",长虹手机旗舰店,无,3000mAh-3999mAh,￥398.00,无
其他,1,5be6745d0d8c,【国行正品 全国联保】送钢化膜+保护壳+指环扣 ,500万-1199万,无,1,500万-799万,无,单卡单待,Apple 苹果6 iPhone6 移动联通电信4G 手机 金色 全网通 32GB,500.00g,7,"商品毛重：500.00g,系统：苹果（IOS）,机身厚度：薄（7mm-8.5mm）,前置摄像头像素：500万-799万,多卡支持：单卡单待,后置摄像头像素：500万-1199万,电池容量：2000mAh-2999mAh,网络制式：4G LTE全网通,4G LTE网络特性：其他,",/detail/11500812259,11500812259,无,苹果,Apple,苹果（IOS）,4G LTE全网通,"后置摄像头：800万像素,前置摄像头：其他,核数：其他,频率：以官网信息为准,",华顶聚瑞手机旗舰店,无,2000mAh-2999mAh,￥2499.00,无
VOLTE 4G通话,1,5be6745e0d8c,【国行正品/全国联保】现货包邮！,500万-1199万,无,8400,120万-199万,无,单卡单待,Apple 苹果 iPhone6 手机 全网通32G 金色,150.00g,7,"商品毛重：150.00g,系统：苹果（IOS）,机身厚度：超薄（7mm以下）,前置摄像头像素：120万-199万,多卡支持：单卡单待,后置摄像头像素：500万-1199万,电池容量：1200mAh-1999mAh,网络制式：4G LTE全网通,4G LTE网络特性：VOLTE 4G通话,",/detail/12402820301,12402820301,无,苹果,Apple,苹果（IOS）,4G LTE全网通,"后置摄像头：800万像素,前置摄像头：其他,核数：其他,频率：其他,",爵臻手机专营店,无,1200mAh-1999mAh,￥2088.00,无
其他,1,5be6745e0d8c,热销新款，!!！ 新品三星Note9 现货发售中 ~,1200万-1999万,无,3500,800万-1599万,无,双卡双待双4G,三星（SAMSUNG） 三星S9/S9+ 全网通4G 曲面屏 智能手机 S9 夕雾紫 4GB+64GB 港版,160.00g,7,"商品毛重：160.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：光学变焦，智能拍照,网络制式：4G LTE全网通,4G LTE网络特性：其他,前置摄像头像素：800万-1599万,屏幕配置：防蓝光，OLED屏，曲面屏,后置摄像头像素：1200万-1999万,多卡支持：双卡双待双4G,电池容量：3000mAh-3999mAh,",/detail/25944012370,25944012370,无,三星,三星（SAMSUNG）,安卓（Android）,4G LTE全网通,,蓝洲海外专营店,光学变焦，智能拍照,3000mAh-3999mAh,￥4769.00,无
其他,1,5be6745e0d8c,"【过万好评见证好机】【购机有好价，下单赠壳膜】
人脸识别，双摄美拍，前置柔光自拍，5.99英寸全面屏~~
",1200万-1999万,无,1,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 荣耀7C 畅玩7C 全面屏手机 幻夜黑 4GB+64GB,380.00g,7,"商品毛重：380.00g,多卡支持：双卡双待单4G,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：其他,热点：人脸识别,前置摄像头像素：800万-1599万,屏幕配置：符合全面屏比例,游戏配置：游戏模式,后置摄像头像素：1200万-1999万,网络制式：4G LTE全网通,系统：安卓（Android）,",/detail/25882037762,25882037762,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万+200万像素,前置摄像头：800万像素,核数：八核,频率：其他,",易道手机专营店,后置双摄像头,3000mAh-3999mAh,￥1599.00,无
无,1,5be6745e0d8c,【64G版现货开售】AI美颜双摄！暗光逆光更出色！,1200万-1999万,黑色系,7000,800万-1599万,无,双卡双待单4G,小米（MI） 红米note5 手机 黑色 全网通（4RAM+64ROM）,350.00g,7,"商品毛重：350.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,网络制式：4G LTE全网通,机身内存：64GB,机身颜色：黑色系,热点：人工智能，人脸识别，快速充电,运行内存：4GB,前置摄像头像素：800万-1599万,多卡支持：双卡双待单4G,屏幕配置：符合全面屏比例,后置摄像头像素：1200万-1999万,老人机配置：智能机（老龄模式）,电池容量：4000mAh-5999mAh,",/detail/26303474756,26303474756,64GB,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：500万像素,前置摄像头：1300万像素,核数：八核,频率：最高主频1.8GHz,",牧申手机旗舰店,后置双摄像头,4000mAh-5999mAh,￥1599.00,4GB
无,1,5be6745e0d8c,特色手机 翻盖手机 双屏翻盖老年机 老年机大字体大按键大音量,500万以下,金色系,2700,无,无,无,长虹（CHANGHONG） A818盖世 老人手机 翻盖手机 移动/联通2G手机 金色,390.00g,8,"商品毛重：390.00g,货号：A818,机身厚度：普通（8.5mm以上）,前置摄像头像素：无,老人机配置：键盘，翻盖,后置摄像头像素：500万以下,电池容量：2000mAh-2999mAh,机身内存：支持内存卡,机身颜色：金色系,",/detail/11117232942,11117232942,支持内存卡,长虹,长虹（CHANGHONG）,无,无,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：其他,",长虹手机旗舰店,无,2000mAh-2999mAh,￥599.00,无
其他,1,5be6745e0d8c,"
【购机送礼】今日前50名限时送：精美硅胶壳+钢化膜+支架（差不多的价格，别家都不送我就是要送！！！）
【尊享权益】99%订单当天发，顺丰/京东速发，魅族正品保障，全国联保，15天保价，货到付款，7天无理由退货
【关注送券】加入购物车关注宝贝进店铺首页再领5元优惠券",500万-1199万,无,6500,500万-799万,无,双卡双待单4G,魅族（MEIZU） 魅蓝A5 移动联通4G智能手机 双卡双待 皓月银 （2GB+16GB）（支持移联双4G）,1.0kg,无,"商品毛重：1.0kg,系统：安卓（Android）,前置摄像头像素：500万-799万,多卡支持：双卡双待单4G,后置摄像头像素：500万-1199万,电池容量：3000mAh-3999mAh,网络制式：2G移动/联通,4G LTE网络特性：其他,",/detail/14457245622,14457245622,无,魅族,魅族（MEIZU）,安卓（Android）,2G移动/联通,"后置摄像头：800万像素,前置摄像头：500万像素,核数：四核,频率：1.3 GHz x4,",博海宇通手机旗舰店,无,3000mAh-3999mAh,￥599.00,无
无,1,5be6745e0d8c,【京东速发 货到付款】大字体大声音双卡双待 音乐 收音机  长待机老人手机,无,无,5700,无,无,无,天语（K-TOUCH） H998移动/联通 直板老人手机 星光黑,300.00g,无,"商品毛重：300.00g,前置摄像头像素：无,电池容量：1200mAh-1999mAh,",/detail/11730888556,11730888556,无,天语,天语（K-TOUCH）,无,无,,豪泰手机专营店,无,1200mAh-1999mAh,0,无
无,1,5be6745e0d8c,京东配送 爆品推荐  货到付款  老年机  翻盖机 键盘手机 语音王,500万以下,无,5800,无,无,无,纽曼（Newman） F9 移动/联通2G 翻盖老人手机 双卡双待 玫瑰金,240.00g,无,"商品毛重：240.00g,老人机配置：翻盖,后置摄像头像素：500万以下,前置摄像头像素：无,电池容量：2000mAh-2999mAh,",/detail/13019192724,13019192724,无,纽曼,纽曼（Newman）,无,无,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：/,",谷鸽专营店,无,2000mAh-2999mAh,￥299.00,无
无,1,5be6745e0d8c,,1200万-1999万,无,1,800万-1599万,无,双卡双待双4G,小米（MI） 红米Note5 手机 黑色 全网通（4RAM+64ROM）,380.00g,7,"商品毛重：380.00g,多卡支持：双卡双待双4G,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：4000mAh-5999mAh,热点：人工智能，人脸识别，快速充电,前置摄像头像素：800万-1599万,网络制式：4G LTE全网通,屏幕配置：符合全面屏比例,后置摄像头像素：1200万-1999万,老人机配置：智能机（老龄模式）,系统：安卓（Android）,",/detail/21759433312,21759433312,无,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200+500万像素,前置摄像头：1300万像素,核数：八核,频率：以官网信息为准,",易道手机专营店,后置双摄像头,4000mAh-5999mAh,￥1999.00,无
无,1,5be6745e0d8c,【京东直发】长待机、通话清晰、轻巧便携！  ,无,无,3600,无,无,单卡单待,诺基亚（NOKIA） 诺基亚(NOKIA)105 移动联通2G手机 蓝色（单卡）,500.00g,无,"商品毛重：500.00g,多卡支持：单卡单待,前置摄像头像素：无,网络制式：2G移动/联通,后置摄像头像素：无,电池容量：1200mAh以下,",/detail/11166200978,11166200978,无,诺基亚,诺基亚（NOKIA）,无,2G移动/联通,"后置摄像头：无,前置摄像头：其他,核数：其他,频率：其他,",新松联手机旗舰店,无,1200mAh以下,￥149.00,无
VOLTE 4G通话,1,5be6745e0d8c,"◆【R17新品上市】送智能手环+老客头戴蓝牙耳机+原装配件 
◆【购机权益】顺丰速发+无忧碎屏险+晒单送爱奇艺月卡 
◆【6G版仅3199】当天发货 点击直达
",无,深蓝色系,6200,无,无,双卡双待双4G,OPPO R15升级版R17新品手机 幻色渐变机身 6G+128G 水滴屏全面屏R17手机 R17流光蓝(8GB+128GB),0.55kg,7,"商品毛重：0.55kg,多卡支持：双卡双待双4G,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：VOLTE 4G通话,热点：快速充电,运行内存：8GB,系统：安卓（Android）,屏幕配置：OLED屏，符合全面屏比例,机身颜色：深蓝色系,后置摄像头像素：无,机身内存：128GB,网络制式：4G LTE全网通,",/detail/27865526962,27865526962,128GB,oppo,OPPO,安卓（Android）,4G LTE全网通,"后置摄像头：1600万+500万像素,前置摄像头：2000万像素,核数：八核,频率：2.0GHz,",OPPO酷炫手机专卖店,后置双摄像头,3000mAh-3999mAh,￥3699.00,8GB
移动4G+,1,5be6745f0d8c,3期免息◆七仓速发◆送蓝牙耳机+老用户加赠移动电源+碎屏保+晒单礼，,1200万-1999万,无,9200,无,无,双卡双待单4G,OPPO R15 新品手机超视野全面屏拍照手机 分期免息 齐刘海异形屏 全网通 游戏手机 星空紫 6G+128G版,0.55kg,7,"商品毛重：0.55kg,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,网络制式：4G LTE LTE-TDD/LTE-FDD移动联通双4G,4G LTE网络特性：移动4G+,热点：人工智能，快速充电,屏幕配置：OLED屏，符合全面屏比例,后置摄像头像素：1200万-1999万,电池容量：3000mAh-3999mAh,多卡支持：双卡双待单4G,",/detail/26003268417,26003268417,无,oppo,OPPO,安卓（Android）,4G LTE LTE-TDD/LTE-FDD移动联通双4G,"后置摄像头：1600万+500万像素,前置摄像头：2000万像素,核数：八核,频率：0,",牧申手机旗舰店,后置双摄像头,3000mAh-3999mAh,￥3299.00,无
无,1,5be6745f0d8c,京东配送 大按键大字体大声音大屏幕的老年人手机超长待机,500万以下,无,3900,无,无,双卡双待单4G,不羁（unruly） U516翻盖老人手机 移动2G 男 女 老年版 玫瑰金,270.00g,无,"商品毛重：270.00g,多卡支持：双卡双待单4G,前置摄像头像素：无,网络制式：2G移动/联通,后置摄像头像素：500万以下,电池容量：1200mAh以下,",/detail/11250793269,11250793269,无,不羁,不羁（unruly）,无,2G移动/联通,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：5,",不羁手机旗舰店,无,1200mAh以下,0,无
其他,1,5be6745f0d8c,全面屏，骁龙625处理器！,1200万-1999万,无,9600,500万-799万,无,双卡双待单4G,小米（MI） 红米5 Plus 手机 全面屏 黑色 全网通（4G RAM+64G ROM）,380.00g,7,"商品毛重：380.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,电池容量：4000mAh-5999mAh,4G LTE网络特性：其他,前置摄像头像素：500万-799万,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,老人机配置：智能机（老龄模式）,多卡支持：双卡双待单4G,",/detail/21757928932,21757928932,无,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：500万像素,核数：八核,频率：以官网信息为准,",易道手机专营店,无,4000mAh-5999mAh,0,无
无,1,5be6745f0d8c,内含原装耳机【京东配送 货票同行】 匠心设计，稳重不失活泼，前后摄像头，定格美好瞬间！,500万以下,无,3100,120万以下,无,无,诺基亚（NOKIA） 216 DS 移动联通2G 双卡双待 老人老年手机儿童学生备用功能机 黑色,210.00g,无,"商品毛重：210.00g,后置摄像头像素：500万以下,前置摄像头像素：120万以下,电池容量：1200mAh以下,",/detail/10942315755,10942315755,无,诺基亚,诺基亚（NOKIA）,无,无,"后置摄像头：30万像素,前置摄像头：30万像素,核数：其他,频率：其它,",众盛手机专营店,无,1200mAh以下,￥400.00,无
无,1,5be6745f0d8c,【京东秒杀】防水手机 三防手机 京东仓库发货 支持白条分期 货到付款 4+64G版,1200万-1999万,黑色系,2200,200万-499万,无,双卡双待双4G,MANN ZUG 5SQ 全网通4G 三防智能手机 户外防水防摔 超长待机 双卡双待 三防手机 4+64G沙漠金,490.00g,8,"商品毛重：490.00g,多卡支持：双卡双待双4G,网络制式：4G LTE 移动LTE-TDD,机身颜色：黑色系,热点：三防手机,运行内存：4GB,前置摄像头像素：200万-499万,系统：安卓（Android）,机身厚度：普通（8.5mm以上）,后置摄像头像素：1200万-1999万,机身内存：64GB,电池容量：4000mAh-5999mAh,",/detail/12275684149,12275684149,64GB,other,MANN,安卓（Android）,4G LTE 移动LTE-TDD,"后置摄像头：1300万像素,前置摄像头：200万像素,核数：四核,频率：其他,",合富荣三防手机专营店,无,4000mAh-5999mAh,￥1799.00,4GB
其他,1,5be6745f0d8c,特色手机 2.4英寸、大声、语音报号、一键拨号、收音机外放,无,无,4000,无,无,4G以下网络双卡双待,长虹（CHANGHONG） GA888五行 老人手机 移动/联通2G 双卡双待 黑金,275.00g,8,"商品毛重：275.00g,货号：GA888,多卡支持：4G以下网络双卡双待,机身厚度：普通（8.5mm以上）,网络制式：2G移动/联通,电池容量：2000mAh-2999mAh,老人机配置：键盘,4G LTE网络特性：其他,",/detail/1389894650,1389894650,无,长虹,长虹（CHANGHONG）,无,2G移动/联通,"后置摄像头：30万像素,前置摄像头：无,核数：其他,频率：0,",长虹手机旗舰店,无,2000mAh-2999mAh,￥258.00,无
移动4G+,1,5be6745f0d8c,新品首发 骁龙845处理器 JBL音腔 IP68三防 ,1200万-1999万,黑色系,3700,1600万-1999万,中国大陆,双卡双待双4G,AGM X2 全网通4G 户外三防智能手机 双卡双待 骁龙 精英版 6G+64G,0.79kg,8,"商品毛重：0.79kg,商品产地：中国大陆,系统：安卓（Android）,机身厚度：普通（8.5mm以上）,拍照特点：智能拍照，后置双摄像头,电池容量：6000mAh及以上,机身颜色：黑色系,4G LTE网络特性：移动4G+,热点：快速充电，三防手机,运行内存：6GB,前置摄像头像素：1600万-1999万,多卡支持：双卡双待双4G,网络制式：4G LTE LTE-TDD/LTE-FDD移动联通双4G,后置摄像头像素：1200万-1999万,机身内存：64GB,屏幕配置：OLED屏,",/detail/17928759697,17928759697,64GB,other,AGM,安卓（Android）,4G LTE LTE-TDD/LTE-FDD移动联通双4G,"后置摄像头：双1200万像素,前置摄像头：1600万像素,核数：八核,频率：1.95,",AGM手机官方旗舰店,智能拍照，后置双摄像头,6000mAh及以上,￥2999.00,6GB
